tcode, birth_rate, delta, n_crit, r_score
6, 0.026858041740565594, 7.758035675223347, 15.5, 0.9708592160724809
6, 0.026858041727030796, 7.758035822504009, 16.4999996997726, 0.9708592160724806
6, 0.02738384776990696, 10.78594985011799, 17.5, 0.953597073349311
6, 0.027383848345626984, 10.785937038180872, 18.4999994051486, 0.9535970733492615
6, 0.027863197022087074, 17.11140284022142, 19.5, 0.9213825045811641
6, 0.02786319536463853, 17.111500724674205, 20.499999531931266, 0.9213825045815653
6, 0.028306359475966932, 38.43213928977709, 21.5, 0.874566660055395
6, 0.028306360634488627, 38.43177779662678, 22.499999321675563, 0.8745666600553018
6, 0.02878550756496085, 100.0, 23.5, 0.8152371718747329
6, 0.028785508940423685, 100.0, 24.49999912944799, 0.815237171875555
7, 0.007973862788237977, 8.252929676803811, 4.4999999131646495, 0.611011367277174
7, 0.011801358777792302, 2.0031356144988663, 5.500000000000002, 0.985058221076777
7, 0.010928559962013099, 2.9273329459359747, 6.499999785112642, 0.9468506240597261
7, 0.009705002878644738, 6.909459663688872, 7.499999999999998, 0.48719949934751594
7, 0.012567766766477138, 1.9314768841196277, 8.499999524817953, 0.9823134305759132
7, 0.0019705157132980417, 8.999792994464572, 0.0, -0.25778423817707585
7, 0.01303489661663292, 1.9683837864659341, 10.499999830995293, 0.9795658125938376
7, 0.013449564397237677, 1.964837405308772, 11.5, 0.9762774632067346
7, 0.01337190440373199, 2.0442784305358233, 12.499999779224698, 0.9758660691218496
8, 0.01437778213113872, 1.9079103196868916, 27.0, 0.9444765963272267
8, 0.014443783734500079, 1.9245863130736511, 28.0, 0.945421024187421
8, 0.01450706245988133, 1.9419981864924245, 29.0, 0.9463987123845338
8, 0.014567783643298677, 1.9602066614373477, 30.0, 0.9474185704383625
8, 0.01462610097626496, 1.9792673054756005, 31.0, 0.9484888310548196
8, 0.014682160055020802, 1.9992291829593352, 32.0, 0.949608551036043
8, 0.01473616614525166, 2.0200175193649925, 33.0, 0.9507595043660433
8, 0.014788238091538999, 2.041679323679344, 34.0, 0.9519331271535953
8, 0.014838627376033366, 2.063999580978698, 35.0, 0.9530862853616834
8, 0.01488740897769414, 2.087047345878305, 36.0, 0.9542294503492371
8, 0.014934652783024274, 2.1108928969955856, 37.0, 0.9553723587699521
8, 0.014980428042253368, 2.1356021193811756, 38.0, 0.9565159561113844
8, 0.015024870620495434, 2.1610942584571906, 39.0, 0.9576353428680511
8, 0.01506810576372328, 2.1872845769869125, 40.0, 0.9587061293572969
8, 0.01511024598889306, 2.2140884647378254, 41.0, 0.9597124876816895
8, 0.015151325548500617, 2.241577627382529, 42.0, 0.9606649267184548
8, 0.015191376247941799, 2.26982797410458, 43.0, 0.961573297863504
8, 0.015230431765881678, 2.298912158006794, 44.0, 0.9624390441083792
8, 0.01526858786634576, 2.3287398379993323, 45.0, 0.9632453194397028
8, 0.015305868079911694, 2.35938836916773, 46.0, 0.9640013961869808
8, 0.015342297679597282, 2.3909367121041885, 47.0, 0.96470065964361
8, 0.015378028392559476, 2.423098436003284, 48.0, 0.9652996551335894
8, 0.015413072787292176, 2.455946383478441, 49.0, 0.9658080773436428
8, 0.015447444175548391, 2.4895567495749065, 50.0, 0.966227523112651
8, 0.015481218757563033, 2.523805822690183, 51.0, 0.9665404407467093
8, 0.015514405272656654, 2.558765092936932, 52.0, 0.9667559096935822
8, 0.0155470128002986, 2.594508054557822, 53.0, 0.9668825411770468
8, 0.015579050278482161, 2.6311120616714496, 54.0, 0.9669285163756659
8, 0.015610525574494084, 2.668666113035758, 55.0, 0.9668944326193742
8, 0.015641507823401273, 2.7070276941416553, 56.0, 0.9667614897449461
8, 0.015672003042843413, 2.7462730333403673, 57.0, 0.9665374992164427
8, 0.015702017153012466, 2.786483130023161, 58.0, 0.966229911434406
8, 0.015731556155852054, 2.827743409377527, 59.0, 0.9658458427931853
8, 0.015760626456335143, 2.8701425782747583, 60.0, 0.9653921008011609
8, 0.015789232802758, 2.913777911448101, 61.0, 0.9648752074363137
8, 0.015817384843869842, 2.9587484126403893, 62.0, 0.9643014209034213
8, 0.01584508543276781, 3.0051636205020196, 63.0, 0.9636767559130976
8, 0.015872341715258788, 3.053138925414828, 64.0, 0.9630070026548458
8, 0.015899159606452832, 3.1027990704999895, 65.0, 0.9622977445444552
8, 0.015925541568418095, 3.1543034154721004, 66.0, 0.9615480911598596
8, 0.015951547381997815, 3.207487548844294, 67.0, 0.9607372579987317
8, 0.015977180915875442, 3.2624829558854924, 68.0, 0.9598708002837705
8, 0.016002446083518636, 3.319431161855296, 69.0, 0.9589540840106263
8, 0.016027346426851455, 3.3784876874394763, 70.0, 0.9579922997473872
8, 0.01605188580680994, 3.439818802435191, 71.0, 0.9569904756869061
8, 0.01607606792501525, 3.503606138530663, 72.0, 0.9559534900153924
8, 0.01609989664083833, 3.570046044587799, 73.0, 0.954886082656588
8, 0.01612337544048638, 3.6393556242204967, 74.0, 0.9537928664468648
8, 0.016146508119925188, 3.7117695970128883, 75.0, 0.9526783377931867
8, 0.01616929816455785, 3.787547882490426, 76.0, 0.9515468868625816
8, 0.016191749177903322, 3.8669749930472146, 77.0, 0.9504028073490643
8, 0.01621386454406118, 3.9503665450981735, 78.0, 0.9492503058612829
8, 0.016235647483754032, 4.038073113090258, 79.0, 0.9480935109720023
8, 0.01625708754266193, 4.130653145605819, 80.0, 0.9469260736877237
